Geography_Germany,Geography_Spain,Gender_Male,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,CreditScore,Age,Tenure,Balance,EstimatedSalary,Satisfaction Score,Point Earned,NumOfProducts,AgeBucket,BalanceToSalaryRatio,InactiveProducts,HasCrCard,IsActiveMember,IsGermany,ZeroBalance,HighValueAtRisk
0.0,1.0,1.0,1.0,0.0,0.0,0.6034876034644073,-0.3721425176506413,-1.040991914693246,-1.2269568265645165,0.0951306898780748,-0.7168808421401932,-0.8143815307148421,0.8067008964816981,-0.32208101275379913,-0.6291857526486365,1.4540692772885369,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.9654689855471261,-0.9406787806517168,-1.38698008742054,-0.5286996188082638,0.34494066315435723,-1.4259617938119964,0.003980668562566045,-0.910597446214839,-1.2929356103537966,-0.46758540812093974,-0.85009120964982,1.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,1.2653964164156644,2.3757827535212237,-1.040991914693246,1.1096122692367365,1.5089806485329347,-1.4259617938119964,0.10572299604029788,-0.910597446214839,2.590482780046193,-0.2825841329355983,-0.85009120964982,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,-0.0480788842844863,-0.9406787806517168,-0.3490155692386579,0.47368752624838606,-1.4636214381075936,-1.4259617938119964,-1.1549971487924662,-0.910597446214839,-1.2929356103537966,2.4065638605868602,0.30198903381935843,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.25184854658405204,1.7124904466866357,1.0349371216705183,-1.2269568265645165,-0.07063483406933826,-0.007799890468389922,0.11457015495140499,0.8067008964816981,1.6196281824461958,-0.6291857526486365,-0.85009120964982,0.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.9758113107494895,0.8596860521850224,1.7269134671251063,0.3146472755482536,-0.4355039233405428,-1.4259617938119964,0.41979713738460045,-0.910597446214839,0.6487735848461983,-0.05780867694277173,0.30198903381935843,1.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,-1.4856620874129978,-0.7511666929846916,-1.040991914693246,0.9275829115949776,1.1650684270112561,-0.007799890468389922,-0.5533903428371822,-0.910597446214839,-0.32208101275379913,-0.2716596567518914,-0.85009120964982,1.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.6551992294762243,1.3334662713525853,-1.38698008742054,0.3642957021523663,-0.4705861500788328,-0.007799890468389922,1.7424473945951142,-0.910597446214839,1.6196281824461958,-0.023017664367500853,-0.85009120964982,1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,-0.9582035020924647,0.5754179206844846,-1.38698008742054,1.2399283344566603,-0.16766367768137624,-0.7168808421401932,-1.1284556720591448,0.8067008964816981,0.6487735848461983,0.12869188897851433,1.4540692772885369,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,-0.07910585989157648,-0.3721425176506413,0.3429607762159302,-1.2269568265645165,-1.0094866625160863,-1.4259617938119964,0.43306787575126116,0.8067008964816981,-0.32208101275379913,-0.6291857526486365,-0.85009120964982,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.3345871482029592,0.29114978918394685,1.0349371216705183,-1.2269568265645165,1.7172876823633545,-1.4259617938119964,1.3841374586952762,0.8067008964816981,0.6487735848461983,-0.6291857526486365,-0.85009120964982,0.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,-1.7959318434838996,0.8596860521850224,1.0349371216705183,0.8475391465457026,1.017287899069521,-1.4259617938119964,1.2337357572064551,0.8067008964816981,0.6487735848461983,-0.2664452452992749,-0.85009120964982,1.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.7689648067022217,-1.8882392189868429,-1.732968260147834,-0.008931563070644792,-0.938714286605557,-0.7168808421401932,-0.885158802003699,-0.910597446214839,-1.2929356103537966,0.10825787138395497,0.30198903381935843,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,-0.8340955996641041,1.7124904466866357,-0.0030273965113638353,0.16249403047366745,0.07210800034856088,1.4103620128752166,-1.3230931681035012,-0.910597446214839,1.6196281824461958,-0.2590176486830248,-0.85009120964982,0.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,-0.07910585989157648,-0.2773864738171287,-1.732968260147834,1.1510448892743836,-0.7607100354795786,-1.4259617938119964,-1.3142460091923942,-0.910597446214839,-0.32208101275379913,0.5469807767271427,0.30198903381935843,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,-0.1928714371175738,0.29114978918394685,0.3429607762159302,-0.26438652197404017,0.8472505489327058,-1.4259617938119964,-0.5091545482816466,0.8067008964816981,0.6487735848461983,-0.44978185745177834,-0.85009120964982,0.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.275738741618028,-0.2773864738171287,1.0349371216705183,0.653367928488484,0.0402069615287413,0.7012810612034134,0.4463386141179218,-0.910597446214839,-0.32208101275379913,-0.11923023726305308,0.30198903381935843,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.6138299286667708,0.5754179206844846,1.3809252943978123,0.5101846916498136,1.5507956467016946,1.4103620128752166,1.5876221136507398,-0.910597446214839,0.6487735848461983,-0.3747831738285862,-0.85009120964982,1.0,1.0,1.0,0.0,0.0
